feature0,feature1,feature2,feature3,True,Pred,Error
3858,1000,3.8585,7.717,0.42766708000000003,0.42666726075675676,0.0023378447629012543
3202,701,2.2449525,4.489905,0.26723694000000003,0.26883314870270336,0.0059730092056260176
3870,636,2.461638,4.923276,0.29251952,0.3132775976216208,0.0709630510183416
396,1097,0.4349605,0.869921,0.10417936000000003,0.11200152659459425,0.07508364991486052
933,578,0.539563,1.079126,0.10767678,0.10860154421621591,0.008588334608593559
10730,1217,13.0590185,26.118037,1.23778974,1.1717170764324307,0.05337955343495515
3001,3566,10.703349,21.406698,1.0235531799999997,0.8097908281621626,0.20884342505568412
1295,783,1.0143765,2.028753,0.12600176000000002,0.1202569552972973,0.045593051261369054
1502,1164,1.74891,3.49782,0.22603121999999995,0.2100944855135135,0.07050678435698593
4125,1075,4.4349125,8.869825,0.40167885999999986,0.4548554964864863,0.1323859475365133
2078,922,1.916377,3.832754,0.23133798000000005,0.24281719832432458,0.04962098451937949
20847,680,14.1763,28.3526,1.35015794,1.3165335317297342,0.024904055499066796
22179,935,20.7378325,41.475665,2.56416516,2.2075984392973056,0.13905762634365346
4165,1006,4.190493,8.380986,0.47043206,0.41223286112966556,0.12371435499173765
3339,1076,3.593302,7.186604,0.39706766000000004,0.3750829266743875,0.05536772580676192
1375,606,0.833553,1.667106,0.11532366,0.12109570805405391,0.05005085733538041
3224,1149,3.7049505,7.409901,0.3526268999999999,0.39488912118918995,0.1198496801837581
1169,547,0.6397165,1.279433,0.11166487999999998,0.11056883302702702,0.00981550307467268
2293,843,1.9334205,3.866841,0.24063355999999994,0.24264888254054157,0.00837506846734772
1764,427,0.7534415,1.506883,0.11798249999999998,0.12311799784684677,0.043527623561517945
8481,646,5.479049,10.958098,0.5449996,0.4707620737297288,0.13621574450746615
4204,619,2.6025855,5.205171,0.25516313999999995,0.3099126076216208,0.21456652250642813
1905,1000,1.9055,3.811,0.22849404000000004,0.17786331691891832,0.22158443643029685
2378,661,1.5721885,3.144377,0.18582117999999997,0.18970615908108085,0.02090708433280251
2177,651,1.4175525,2.835105,0.22195838,0.17290186637837787,0.22101672224144966
707,4078,2.885185,5.77037,0.35428982,0.3193113885405413,0.09872829950196896
291,3464,1.009756,2.019512,0.13150258000000004,0.1387674733513512,0.055245253373364715
2461,566,1.393209,2.786418,0.17374002000000005,0.1725339825945944,0.006941621195885935
3702,4025,14.9025625,29.805125,1.5343780999999999,1.417507715999998,0.07616791715158203
4243,931,3.9506985,7.901397,0.39131319999999997,0.41547999313513395,0.0617581853490605
524,1143,0.5995035,1.199007,0.10987274,0.10347744513513525,0.05820638372051835
973,551,0.5363985,1.072797,0.12373936,0.11134330659459468,0.10017874187651628
630,4048,2.552264,5.104528,0.34275572000000004,0.29752490367567597,0.1319622509124693
3399,991,3.3689045,6.737809,0.3577132399999999,0.33383819616216215,0.06674352852535662
1355,4328,5.866604,11.733208,0.54379648,0.4901424588108106,0.09866562797388728
1303,935,1.2187725,2.437545,0.17431912,0.150305930864865,0.13775418975918996
676,2107,1.4253855,2.850771,0.1687703,0.17035613221621612,0.009396393892859761
4019,1000,4.0195,8.039,0.38511461999999996,0.39045109816216367,0.013856856855145372
2131,796,1.696674,3.393348,0.20820329999999998,0.2106763037837842,0.011877831829679135
3513,1021,3.5872835,7.174567,0.40588176000000004,0.3848492791351347,0.0518192314551541
1073,2377,2.5517095,5.103419,0.2942378600000001,0.3096186179459463,0.05227321170003829
344,4510,1.553695,3.10739,0.18249852000000005,0.23113028405405345,0.2664775804979316
1316,860,1.13219,2.26438,0.13848239999999998,0.1359613625405405,0.018204749913775863
3837,1000,3.8375,7.675,0.36508882000000015,0.39470390476666545,0.081117479211402
1094,531,0.5811795,1.162359,0.12066547999999999,0.12171604686486474,0.008706440855037845
1435,943,1.3536765,2.707353,0.15123504000000002,0.16335331210810813,0.08012873278645027
8197,600,4.9185,9.837,0.47781672000000014,0.4562304633513515,0.04517685494272501
20883,551,11.5068085,23.013617,1.0555897000000003,1.0518470587026996,0.003545545487324033
1321,1009,1.3333935,2.666787,0.19220826000000005,0.1791974571891887,0.06769117420245804
3602,3814,13.739935,27.47987,1.14074268,1.3022896214594546,0.14161558455887227
976,481,0.4696965,0.939393,0.10663973999999998,0.1070088242162161,0.00346103822286251
3789,987,3.7402365,7.480473,0.3965993199999998,0.37563022173410643,0.0528722496697508
3090,977,3.0194185,6.038837,0.32834508,0.3466668595675674,0.05580037796688583
1501,950,1.426425,2.85285,0.18623626000000001,0.17170079199999902,0.07804853899021058
4099,1062,4.353669,8.707338,0.46125388,0.3886654451891884,0.15737197660171795
1982,891,1.7664075,3.532815,0.23515332,0.21853749351351334,0.07065954453242104
2493,997,2.4860195,4.972039,0.29210211999999997,0.28785656464864817,0.014534490031608786
1894,539,1.0211355,2.042271,0.13925548,0.1251905456216217,0.10100093998726854
2575,666,1.715283,3.430566,0.16563680000000003,0.20662620545945934,0.24746557201937797
1818,783,1.4238855,2.847771,0.19429706000000002,0.2349790712972963,0.20938047800258164
1755,535,0.9391925,1.878385,0.16594058,0.12287634664864844,0.2595159866944636
474,624,0.296088,0.592176,0.10048522000000001,0.1041431317297295,0.03640248515880728
453,427,0.1936445,0.387289,0.09767186000000003,0.098337395027027,0.006813989485067373
723,1007,0.7285645,1.457129,0.2478792800000001,0.11436547756756768,0.5386242949892075
3751,1000,3.7515,7.503,0.4235333,0.3878841432061776,0.08417084747249487
1717,1000,1.7175,3.435,0.20236822000000004,0.1927571034054054,0.047493211110888126
993,1008,1.001448,2.002896,0.14222230000000002,0.13088702362162158,0.07970111844892427
1388,1162,1.613437,3.226874,0.18884568000000004,0.19424357356756755,0.028583622180647746
18845,655,12.3438025,24.687605,1.1108232599999999,1.0654947737837832,0.04080620909596065
24192,516,12.48333,24.96666,1.33864326,1.0996412670810847,0.17854046709869165
24699,1039,25.6627805,51.325561,2.65328486,2.8637176258918853,0.07931028027344393
28036,572,16.036878,32.073756,1.5223796399999998,1.6256530508648674,0.06783683133391592
692,394,0.272845,0.54569,0.10212736000000003,0.09566286643243231,0.06329835185759933
4073,1068,4.350498,8.700996,0.46409384000000004,0.34078394113513466,0.265700356774538
1212,3584,4.3456,8.6912,0.41350576000000006,0.4044939871351359,0.021793584845986553
3845,1114,4.283887,8.567774,0.41739429999999994,0.42905526048648635,0.027937517322317067
2235,845,1.8889975,3.777995,0.27047983999999997,0.23642238497297283,0.12591494814189164
1847,4293,7.9313175,15.862635,0.6509265599999999,0.6570070104324313,0.009341223428386957
26794,732,19.613574,39.227148,2.13438598,2.000733017945949,0.0626189280225926
3182,567,1.8044775,3.608955,0.21758596000000005,0.21406318524324364,0.01619026685709139
767,443,0.3400025,0.680005,0.11539674000000004,0.09631884243243238,0.16532440663027093
4359,824,3.592228,7.184456,0.26753722,0.39831415960360383,0.48881774133559364
1895,1054,1.997857,3.995714,0.26355759999999995,0.247235255513513,0.06193084352903105
1124,557,0.6263465,1.252693,0.11066723999999997,0.11129753886486475,0.00569544216395727
