feature0,feature1,feature2,feature3,feature4,feature5,feature6,True,Pred,Error
27,188,155,1,1,21.356055,0.029295,0.024648159999999985,0.025129305999999966,0.01952056461821009
13,194,175,1,1,5.767125,0.034125,0.025911579999999997,0.025331414199999975,0.022390213178818955
28,452,49,1,1,17.402448,0.022197,0.024599720000000002,0.025224056650000003,0.02537982749397153
13,122,4,3,1,0.742924,0.004396,0.030469860000000005,0.032237053450000074,0.057998082367298975
27,213,55,1,1,8.58033,0.01177,0.02601792000000001,0.025903693100000034,0.004390316366564883
112,550,180,1,2,311.02848,0.09918,0.02560736,0.028099016200000004,0.09730234588805736
28,191,44,7,2,80.72064,0.41184,0.030873220000000014,0.03286021820000006,0.06435992747112375
28,996,180,1,1,140.69664,0.17946,0.024860820000000002,0.025400804599999972,0.021720305283573514
14,173,42,7,1,69.790896,0.356076,0.03518867999999999,0.03357927995000007,0.04573630070806649
27,394,121,3,1,312.877323,0.429187,0.03256789999999999,0.031196233799999987,0.042117121460088114
56,161,196,1,1,99.574272,0.031752,0.02476488,0.024878223449999973,0.004576781716688035
28,36,109,7,1,150.82984,0.192385,0.03301106000000001,0.03115425320000005,0.05624802111776953
56,82,12,3,1,27.810048,0.008868,0.030806680000000006,0.025812613800000054,0.16210984760447902
27,1023,127,1,1,94.804992,0.130048,0.024552839999999992,0.025894864299999876,0.05465861790326022
27,1251,215,1,1,196.23222,0.26918,0.02609128,0.025813699349999938,0.01063882837484645
56,130,144,1,1,59.157504,0.018864,0.024731959999999994,0.02499770179999997,0.010744874243690186
56,7,80,3,2,4.01408,0.00512,0.02570246,0.025516050899999955,0.007252578157890137
56,101,237,1,1,75.809664,0.024174,0.02419668,0.024702236199999936,0.02089361846335671
14,2141,107,7,2,550.04313,11.22537,0.034226320000000005,0.03242990985000008,0.05248621966953874
112,126,147,1,1,234.183936,0.018669,0.024805299999999995,0.024922501050000035,0.004724839046495695
14,129,207,5,1,130.885272,0.667782,0.03372751999999998,0.03325561089999991,0.013991811434699927
27,63,465,1,1,21.69504,0.02976,0.024108899999999992,0.024574018899999977,0.01929241483435515
28,127,16,7,1,78.073856,0.099584,0.030350900000000004,0.03204033569999992,0.055663446553476784
112,46,18,1,1,10.612224,0.000846,0.02489775999999999,0.02486883319999995,0.0011618233929494251
8,453,101,1,2,0.733664,0.045854,0.023770999999999997,0.026964196699999946,0.1343316099448887
28,260,187,7,2,466.983132,2.382567,0.03362785999999998,0.03408524835,0.013601470625844712
28,87,48,7,1,160.462848,0.204672,0.02995504,0.03156396155000006,0.05371121353869206
13,245,82,7,1,166.379148,0.984492,0.034541140000000005,0.03355146429999998,0.028652085599954878
13,384,30,3,1,17.52699,0.10371,0.03353926,0.026613924299999966,0.20648445135641139
28,190,358,1,2,13.402088,0.068378,0.02377696,0.025656077400000008,0.07903101994535923
14,173,156,5,1,132.271776,0.674856,0.030886,0.03349476929999997,0.08446445962571941
13,150,181,3,1,41.325739,0.244531,0.03564954000000001,0.034151772799999855,0.042013647300923156
8,491,114,3,1,32.24832,0.50388,0.03538678000000001,0.03359661799999999,0.05058844008977416
56,151,61,1,1,29.076992,0.009272,0.025009459999999997,0.02493974924999994,0.0027873752572049027
27,187,203,3,1,249.210108,0.341852,0.03215176000000001,0.031720282049999986,0.013420041391202925
28,231,12,3,1,19.56864,0.02496,0.030900459999999998,0.03219793510000004,0.041988860360008956
56,134,62,3,1,234.679424,0.074834,0.032031979999999995,0.030593966849999935,0.044893045949705876
27,280,85,1,1,17.412165,0.023885,0.024896520000000005,0.025036213200000046,0.00561095285606344
56,530,51,1,1,84.926016,0.027081,0.025415079999999993,0.025805674050000137,0.015368594157490123
28,998,47,1,1,36.811152,0.046953,0.02447496,0.025714546149999924,0.05064711648149468
28,758,43,3,1,230.016976,0.293389,0.03397610000000001,0.03202836350000007,0.05732666492033916
8,159,478,1,1,4.89472,0.07648,0.02560814,0.02489687184999996,0.027775080501748317
28,68,470,1,1,25.42512,0.03243,0.025010259999999992,0.024653164649999955,0.014277954327545484
28,1598,137,1,1,171.745392,0.219063,0.02447708,0.025257460549999937,0.031882093370611965
14,981,244,1,2,11.740792,0.239608,0.031036660000000004,0.029134761200000085,0.06127910670800013
28,259,42,1,1,8.56128,0.01092,0.025802220000000008,0.02606136825,0.010043641593630066
7,28,11,1,1,0.015631,0.000319,0.02414758,0.024507055349999956,0.014886599402505658
56,240,31,1,1,23.429056,0.007471,0.025017299999999992,0.025343789599999954,0.013050553017310512
14,1403,65,1,1,17.88696,0.09126,0.02668866000000001,0.026215843700000057,0.01771599997901553
3,398,123,3,1,3.966381,0.440709,0.03468790000000001,0.033618561049999995,0.03082743406202197
56,692,122,1,1,265.136256,0.084546,0.024316420000000002,0.025188527150000018,0.03586494845869648
56,757,106,1,1,251.971328,0.080348,0.025945959999999994,0.02489483244999998,0.04051218571214992
28,530,60,3,1,224.42784,0.28626,0.03230048000000001,0.03213323167666668,0.005177889719698718
13,72,28,5,2,2.130583,0.050428,0.027916260000000005,0.032553525099999994,0.16611340845800934
27,422,72,1,1,22.202424,0.030456,0.025032660000000005,0.026082583899999987,0.041942162758571475
27,6,101,1,1,0.515403,0.000707,0.02368316000000001,0.024447096700000004,0.032256535867679605
27,181,133,3,1,158.03991,0.21679,0.03370254,0.03266366480000001,0.030824833973937583
14,1439,60,1,1,16.9344,0.0864,0.026211920000000003,0.026013280150000005,0.007578225860600746
14,199,87,3,1,30.557184,0.155904,0.026101040000000002,0.02785347410000002,0.06714039363948776
14,133,105,1,2,0.68943,0.01407,0.024503200000000006,0.024286628099999912,0.008838514969477209
28,19,58,1,1,0.90944,0.00116,0.024181320000000003,0.024621658199999955,0.018209849586372975
14,145,255,1,1,7.29708,0.03723,0.025890359999999998,0.024912091150000017,0.037785061698639225
8,779,72,7,2,43.974144,2.748384,0.031394780000000004,0.032670411549999966,0.04063196333912712
3,203,174,1,1,0.319464,0.035496,0.02420038,0.024541917400000023,0.014112894095052312
13,29,230,3,1,10.18394,0.06026,0.03447076,0.031116325400000037,0.09731246424505773
13,222,475,5,1,445.606525,2.636725,0.033606260000000006,0.033194113400000023,0.012263982960316985
14,527,370,1,2,9.57264,0.19536,0.024275899999999996,0.02655416090000002,0.09384866884441044
56,85,138,5,2,230.016192,0.293388,0.034005520000000004,0.03266908845000001,0.0393004297537575
14,512,177,1,1,17.796996,0.090801,0.02658874,0.02612442699999995,0.01746276807400612
8,2022,78,1,2,2.524704,0.157794,0.03464976000000001,0.03410177624999997,0.015814936380512765
28,89,32,1,1,2.25792,0.00288,0.02516372,0.024736740399999988,0.016968063545454028
56,47,237,1,1,35.675136,0.011376,0.02430582,0.024635703949999987,0.01357222056281121
27,2077,248,1,1,375.685776,0.515344,0.025994780000000006,0.02489176920000001,0.04243201134997082
112,38,240,1,1,117.41184,0.00936,0.02442476,0.024567216949999984,0.005832481056107985
14,195,125,3,1,43.022,0.2195,0.02552539999999999,0.028580128100000036,0.1196740540794678
56,152,129,1,1,61.895232,0.019737,0.024654680000000005,0.024974637249999942,0.01297754625085122
8,229,64,7,1,45.965312,0.718208,0.03173232,0.03346017635000002,0.05445099349811239
56,86,53,3,1,128.8112,0.041075,0.03194096000000001,0.028813570400000002,0.09791157185006362
13,115,502,1,1,9.841208,0.058232,0.02484856,0.025009057950000052,0.006459044306794975
28,268,990,1,2,52.19676,0.26631,0.02495167999999999,0.02420619284999998,0.029877232715392662
28,262,131,1,1,27.011152,0.034453,0.026094460000000007,0.025513721550000007,0.02225523923468812
13,16,22,1,1,0.063206,0.000374,0.024387480000000003,0.023991682399999995,0.016229540731556018
112,198,240,1,1,599.10144,0.04776,0.02479495999999999,0.025213934499999965,0.01689756708621327
56,181,206,1,1,117.574912,0.037492,0.024750379999999995,0.02498357069999995,0.009421701808212845
28,175,176,7,2,295.837696,1.509376,0.03072364,0.033102145399999984,0.07741613298424223
13,16,29,1,1,0.083317,0.000493,0.02390784,0.024025582949999985,0.004924867742129171
7,83,479,1,1,1.971564,0.040236,0.025128859999999996,0.025610553149999986,0.019168921709937895
8,1266,147,3,1,107.20416,1.675065,0.034666960000000004,0.031343044149999943,0.09588137667681446
56,221,99,3,1,617.82336,0.19701,0.03182862,0.030675142700000057,0.03624025483982481
8,28,169,1,1,0.313664,0.004901,0.024121140000000003,0.02449526650000005,0.015510315847428737
112,512,15,1,1,96.52608,0.007695,0.02502054,0.025166969150000048,0.005852357702913171
28,176,157,1,1,21.786576,0.027789,0.02516034,0.024831095600000033,0.013085848601408667
